60 75
200
46 59
69 59
48 45
17 40
13 25
63 37
13 27
66 58
54 4
4 39
25 26
40 38
15 34
19 57
37 18
36 13
45 43
59 16
25 24
60 42
37 11
27 11
49 17
13 28
1 37
59 24
58 8
31 38
39 2
48 9
71 50
53 55
58 56
19 17
61 2
54 40
73 51
45 24
64 46
47 15
58 54
17 17
11 29
52 5
50 1
34 13
26 42
64 14
60 56
58 47
59 38
21 55
57 57
61 13
44 56
3 58
65 32
67 1
32 4
1 48
33 12
49 5
59 33
72 53
49 23
30 57
60 36
10 32
17 9
51 45
24 9
19 39
41 6
74 58
3 59
4 42
52 45
73 28
61 7
23 27
67 56
58 56
74 21
66 42
11 11
1 4
56 24
18 27
17 58
52 6
52 35
49 4
72 4
66 58
69 50
35 40
65 7
17 3
55 13
21 39
48 19
10 39
4 55
49 12
26 37
27 30
23 52
18 45
70 36
26 0
11 32
11 30
42 51
3 33
44 14
13 22
32 10
62 48
29 12
38 12
37 7
13 21
32 21
32 16
19 31
24 19
6 21
58 49
38 49
29 25
51 33
65 4
8 24
71 48
59 4
24 8
60 41
7 56
20 47
13 18
51 15
35 42
15 29
22 39
25 3
24 50
53 49
18 13
54 35
5 36
27 13
26 1
4 15
37 40
8 41
4 43
54 56
11 41
25 23
46 59
47 23
15 7
20 22
40 58
45 38
33 7
52 58
6 57
60 43
20 59
1 47
57 20
32 11
3 24
51 17
40 41
8 48
18 26
39 19
30 53
23 0
65 38
33 22
8 0
22 16
8 21
35 49
50 45
27 7
57 45
1 53
20 49
63 49
2 24
3 38
66 29
20 31
66 56
33 37
11 53
31 25
39 48
15 18
12 36
43 21
42 38
51 55
67 23
26 17
8 18
19 16
15 45
26 14
8 58
12 49
62 0
20 14
74 10
3 2
71 9
54 45
65 55
18 1
3 47
18 38
20 2
16 36
19 18
42 16
15 52
11 23
43 26
25 19
58 52
12 16
45 19
42 13
35 1
3 41
58 14
1 18
38 18
57 35
40 59
11 56
73 18
35 40
10 45
73 35
56 8
74 47
38 55
67 45
56 21
25 24
15 15
65 50
58 21
56 38
33 4
34 40
24 16
48 21
47 22
49 36
33 42
48 14
65 26
53 11
37 7
25 54
23 36
74 11
32 49
17 41
6 51
11 49
53 9
28 4
67 14
4 20
31 50
57 15
24 12
48 44
27 50
25 23
29 56
22 49
48 38
31 12
52 56
40 50
71 20
54 18
31 40
68 52
37 20
10 26
62 15
14 8
22 57
47 47
21 50
32 4
3 24
2 37
2 40
19 3
63 8
71 24
22 31
35 32
42 7
35 0
17 50
33 1
43 12
9 39
67 59
40 3
34 5
44 46
50 18
3 40
13 23
36 59
27 50
51 40
67 15
65 53
60 33
32 19
31 24
31 54
29 40
22 59
40 17
18 16
44 46
72 33
0 15
2 41
17 5
36 27
70 36
28 11
23 49
47 32
30 13
53 30
19 56
7 18
60 36
66 44
9 1
38 55
36 23
40 34
11 51
49 43
47 1
37 13
29 39
46 40
46 55
60 24
72 33
27 24
28 28
41 14
60 19
4 39
13 38
26 1
25 4
51 26
24 36
48 22
53 11
72 15
66 29
60 5
50 3
51 58
46 27
13 5
33 39
12 28
7 22
1 56
56 55
31 38
56 31
63 15
18 28
55 6
63 44
37 43
42 1
62 8
69 11
61 15
64 43
32 45
70 34
27 8
61 5
52 56
53 5
47 8
50 10
52 6
74 13
28 0
56 13
1 54
65 29
74 26
62 54
12 39
14 2
19 24
49 39
9 20
8 14
9 15
53 6
72 42
0 33
33 50
25 2
40 1
27 47
59 7
17 11
65 7
67 20
49 35
10 6
5 43
1 3
2 11
64 17
27 51
51 18
39 58
33 46
25 35
54 50
63 42
28 47
13 28
40 20
26 15
44 59
40 57
23 46
73 25
64 20
13 48
64 11
19 21
64 36
39 52
41 10
23 7
7 5
34 6
33 57
45 21
62 54
46 40
25 18
71 50
38 50
38 46
20 23
11 59
23 0
6 2
0 32
30 38
50 52
69 54
9 21
45 49
19 27
26 1
61 33
66 6
40 34
70 58
57 22
16 20
60 10
27 6
42 41
70 36
52 23
59 41
72 25
55 13
12 47
71 10
43 0
69 23
0 24
65 12
43 41
6 16
71 13
49 56
8 59
64 40
54 54
53 47
74 36
5 6
3 34
28 3
30 25
40 0
17 5
43 8
57 19
30 52
24 10
15 42
65 44
51 41
31 37
25 49
64 46
27 57
9 23
14 24
2 58
54 24
23 27
28 59
3 3
62 42
63 45
41 8
49 36
25 14
45 35
68 8
28 38
45 48
59 5
18 29
29 37
74 5
17 53
65 2
46 31
56 3
40 16
66 12
64 31
1 33
12 35
15 54
33 10
31 21
13 16
54 14
74 10
39 7
38 28
49 44
12 24
10 26
0 28
23 32
3 26
47 39
53 42
24 7
72 27
51 53
70 15
9 3
12 29
43 2
65 58
2 51
38 4
9 58
22 12
13 26
67 50
68 11
27 35
40 48
20 13
39 54
57 5
59 31
25 27
26 45
44 36
46 10
31 4
60 14
74 12
64 57
32 5
9 32
27 24
64 59
44 7
19 9
74 38
73 22
59 43
64 54
52 46
71 48
30 44
65 54
2 59
72 45
28 6
51 59
74 12
5 15
50 10
40 55
56 18
2 48
0 4
27 58
28 45
11 22
46 48
9 7
25 52
23 4
19 1
68 1
50 22
74 26
6 58
53 2
52 27
33 43
43 55
52 57
26 39
39 38
35 20
34 44
29 34
72 58
19 32
51 15
56 33
57 24
69 29
12 9
55 29
51 41
42 47
34 43
54 36
46 33
45 41
19 33
58 24
4 33
48 0
11 46
9 45
62 35
25 19
45 44
37 48
3 27
12 3
73 56
69 51
2 34
24 10
47 31
6 25
57 19
62 30
8 54
10 33
61 12
21 48
70 8
9 53
20 30
71 17
21 54
33 49
68 40
74 20
5 47
29 36
30 15
33 25
35 1
56 32
15 12
19 55
25 21
34 10
39 48
12 7
73 17
56 33
24 50
42 27
32 43
57 57
29 10
26 18
3 34
25 48
18 47
2 46
1 23
58 0
50 38
42 30
21 31
26 50
14 50
27 57
40 47
9 15
4 15
45 33
65 20
50 16
44 15
27 0
7 2
56 10
59 32
5 4
15 53
10 43
11 16
30 27
16 25
1 33
33 51
49 47
55 4
67 10
40 34
0 21
12 52
65 29
35 2
43 49
69 43
52 57
40 22
58 50
19 48
25 46
66 21
31 4
22 46
46 53
36 23
14 2
30 39
7 37
30 6
6 37
24 43
48 11
43 47
49 12
62 10
39 59
36 18
13 53
32 51
23 43
25 41
7 50
69 32
35 11
