85 80
200
54 29
82 37
54 31
44 72
67 26
43 72
40 6
32 77
46 7
31 62
52 9
14 29
61 40
75 71
48 21
63 10
14 30
20 28
21 77
50 62
4 8
83 65
1 27
15 71
14 53
78 58
40 18
81 20
62 47
38 66
53 47
41 12
74 34
32 19
64 18
48 33
24 5
55 70
83 51
6 32
46 76
60 5
80 59
73 3
76 71
18 34
54 25
15 40
42 75
10 64
76 0
54 28
58 79
29 77
17 30
17 78
69 0
0 45
12 24
37 37
62 19
16 59
18 8
39 43
44 70
13 78
83 72
5 64
51 60
6 8
40 31
54 9
1 35
58 65
1 60
80 19
72 49
7 56
64 15
21 46
14 24
47 20
42 24
2 15
14 74
14 6
6 67
8 37
84 12
13 26
51 39
2 30
42 6
22 66
43 11
35 32
78 12
72 10
59 2
51 8
33 66
57 37
67 6
67 63
65 67
65 17
77 2
74 47
64 34
21 33
67 62
6 32
4 37
53 8
65 66
35 26
57 64
1 21
17 55
62 40
5 35
53 4
44 39
22 79
44 14
37 74
13 76
57 70
39 39
50 45
53 77
58 27
32 59
23 29
9 57
77 33
82 55
12 17
28 65
73 57
24 77
56 0
9 52
73 71
55 68
50 20
48 10
77 65
29 38
77 61
64 51
51 8
37 20
16 69
78 52
42 70
83 24
74 57
64 36
72 63
59 25
26 15
9 46
40 42
29 61
0 36
65 17
60 60
65 50
73 14
67 46
16 73
9 3
80 19
37 0
70 9
70 40
63 77
43 23
73 71
42 63
77 47
7 10
71 56
41 51
15 38
24 36
36 15
38 16
71 26
35 3
52 75
44 68
47 11
55 50
30 36
41 20
25 71
15 69
43 20
35 14
69 41
80 12
65 69
62 70
1 30
51 31
71 38
6 19
73 52
0 51
53 60
83 61
46 36
83 19
64 79
57 19
61 7
10 4
64 66
60 28
40 3
14 77
58 51
6 18
43 11
46 0
3 43
11 51
72 33
12 43
84 20
41 62
60 7
56 44
5 6
46 77
59 27
17 40
26 37
7 75
83 11
11 69
70 23
49 29
16 31
68 0
38 30
79 44
11 14
7 78
44 34
18 53
77 11
73 32
57 25
33 12
9 5
48 65
12 61
18 34
58 50
5 8
27 50
13 50
11 64
44 38
33 34
8 66
1 74
77 72
6 79
30 73
8 30
23 48
77 52
66 50
27 10
80 22
29 7
30 65
61 34
63 25
73 64
32 1
12 21
47 46
37 79
16 34
15 22
9 11
6 49
35 67
82 10
0 27
20 41
26 78
81 58
63 52
72 48
41 64
57 51
16 64
38 69
26 36
14 5
61 26
33 7
37 63
47 5
56 6
36 25
54 77
32 60
74 52
58 36
61 26
30 39
21 54
7 73
62 63
27 46
15 41
51 1
45 72
68 45
60 32
39 47
71 40
1 35
32 67
37 49
19 42
9 73
34 4
24 22
21 12
61 51
15 10
16 73
41 41
3 64
47 10
26 35
48 1
75 75
28 67
33 41
44 34
7 33
2 55
15 29
41 0
9 41
80 77
39 32
15 14
65 19
54 0
67 15
15 78
4 47
66 50
84 50
51 8
32 5
24 68
18 32
74 19
53 65
42 55
19 9
19 9
12 4
41 58
32 6
37 78
41 60
17 26
71 40
12 18
71 42
54 14
32 72
5 52
69 78
67 18
49 66
77 18
31 31
36 53
80 52
49 36
43 18
9 27
42 18
29 78
81 22
82 65
36 42
76 29
40 21
13 73
45 14
80 59
0 48
32 57
77 52
23 40
59 72
53 42
13 21
26 72
45 30
49 11
74 42
62 22
33 59
16 46
4 54
22 14
58 4
4 64
65 14
4 29
10 44
27 19
