60 50
200
36 38
41 32
4 4
16 44
16 36
3 47
39 49
11 21
34 1
12 17
44 35
33 18
1 55
38 4
5 27
28 39
5 18
20 1
5 30
1 2
12 43
12 18
21 25
31 50
36 27
31 21
0 28
22 27
11 12
38 15
11 55
26 30
0 7
27 56
34 42
16 50
23 39
11 39
4 42
4 59
44 45
5 48
4 22
35 42
49 57
38 12
46 19
35 42
44 24
41 11
4 1
46 20
47 46
13 50
5 19
11 30
24 13
20 19
17 13
32 24
38 17
41 3
45 22
35 2
11 19
31 40
3 18
45 3
2 30
0 4
43 22
21 49
22 38
27 21
42 38
27 58
35 20
44 23
13 30
41 29
48 24
1 26
15 37
41 40
46 53
3 55
40 18
31 4
31 47
22 44
45 35
43 37
19 27
2 44
38 37
9 21
40 25
37 40
43 25
37 7
37 4
6 48
18 20
45 23
12 46
45 35
40 51
27 52
30 51
1 48
18 2
2 7
0 42
12 18
34 22
5 12
23 32
36 12
1 2
17 0
49 15
47 15
10 35
36 46
46 8
39 29
43 3
14 26
3 14
12 5
36 52
7 59
25 36
46 13
16 57
44 28
0 25
23 6
33 7
30 44
2 55
5 7
14 16
38 39
27 51
27 0
15 23
45 41
27 19
12 4
14 58
10 4
31 9
35 37
45 29
9 51
34 36
38 2
25 32
38 55
7 33
41 11
14 5
17 8
48 39
21 28
19 19
32 3
11 21
46 51
0 50
42 29
35 25
39 41
44 16
1 20
40 56
0 49
17 33
29 57
49 0
49 53
45 29
16 58
46 27
47 42
5 36
27 59
5 2
31 2
48 33
29 14
33 48
3 27
4 42
21 15
11 23
49 49
16 44
17 46
23 36
41 12
27 3
17 11
41 43
17 46
36 17
41 42
10 8
38 41
46 55
28 2
40 15
13 41
4 37
39 6
38 1
39 21
34 19
49 8
4 8
0 50
3 57
18 39
15 50
36 10
15 9
14 46
23 27
24 47
44 52
10 0
33 20
44 50
8 56
30 43
19 18
10 14
42 10
23 22
18 3
26 20
8 32
33 16
9 59
40 49
7 17
19 17
33 48
30 11
35 47
9 31
20 23
16 47
14 11
19 30
13 10
43 36
41 2
4 40
38 46
10 37
3 13
7 11
23 11
5 23
18 39
8 39
23 27
42 19
1 41
25 21
37 56
26 30
31 59
42 59
41 34
31 26
25 59
19 19
32 53
46 47
45 33
31 30
4 28
42 7
39 30
21 10
13 56
38 32
17 36
7 16
29 48
38 56
46 18
26 19
1 2
30 39
34 2
26 40
30 10
10 28
0 49
46 56
33 2
29 19
43 33
12 2
45 12
10 40
0 12
45 1
48 39
43 51
1 2
38 28
25 45
6 23
19 34
28 19
8 43
47 0
7 36
32 58
15 29
27 15
33 40
43 5
25 50
43 59
44 27
16 24
25 54
5 45
14 39
33 0
18 18
10 17
48 25
32 41
1 39
39 15
23 17
3 27
43 59
33 9
18 5
36 6
37 27
48 7
13 46
44 54
44 36
29 9
6 22
38 49
25 11
45 17
17 23
23 48
41 10
38 45
32 34
0 22
43 23
36 52
39 40
5 37
49 56
27 46
27 28
4 47
42 40
34 15
0 31
34 17
22 36
27 51
43 15
7 51
32 24
35 0
7 39
31 59
36 43
14 1
10 36
48 2
15 27
22 20
40 7
20 3
35 47
43 14
24 37
25 48
29 11
13 43
48 45
12 48
16 38
39 3
3 21
27 4
4 6
9 57
21 25
39 43
42 25
46 55
43 43
12 12
25 23
4 56
4 22
12 22
44 26
14 47
33 5
45 42
38 39
23 15
49 16
12 15
41 37
8 13
41 50
45 44
43 27
30 28
6 6
34 37
17 39
6 5
35 44
16 29
45 34
12 43
6 30
41 22
4 44
18 22
10 25
49 31
46 56
30 5
19 39
29 46
43 11
43 42
44 56
15 5
20 57
7 19
39 35
35 6
25 8
8 14
42 48
38 47
16 55
8 28
2 52
0 10
2 37
1 47
35 16
7 37
45 30
41 16
12 56
1 1
33 32
4 18
22 8
25 15
3 13
49 45
28 32
11 33
24 10
39 45
32 44
31 48
27 22
29 27
25 25
15 53
4 8
33 13
42 3
44 45
5 56
20 12
24 45
22 52
45 48
22 28
45 43
32 13
44 51
39 27
46 1
10 39
4 13
39 19
8 41
15 58
2 27
48 10
21 17
25 50
30 22
35 43
39 9
16 24
36 30
13 43
21 40
27 0
18 52
14 43
23 38
1 14
15 49
38 12
38 16
31 48
23 56
31 19
41 37
4 47
3 29
15 51
1 18
44 11
37 22
40 20
15 20
32 19
47 58
5 32
16 4
20 16
28 0
12 24
20 2
5 51
40 26
47 59
9 44
25 21
27 56
20 37
46 13
12 5
49 14
43 4
48 5
9 15
6 55
9 46
18 58
11 56
14 41
33 26
22 33
25 15
23 14
9 40
35 4
39 25
36 24
37 12
21 3
36 28
23 32
40 34
41 40
43 43
45 36
32 57
1 24
21 49
13 55
3 26
48 50
44 47
47 33
42 7
21 33
46 32
47 42
7 56
37 22
43 49
42 1
2 38
40 29
20 17
