100 100
220
25 52
19 62
25 6
17 9
75 51
50 80
49 34
82 10
56 29
81 91
59 34
67 84
72 59
5 24
6 62
9 89
44 94
84 14
79 51
25 92
68 63
2 75
11 27
54 72
45 52
18 35
23 86
33 40
32 71
14 26
3 34
49 33
79 72
50 38
94 45
51 9
82 65
72 76
39 8
56 52
27 29
32 31
21 9
1 2
98 33
56 59
40 33
47 31
16 38
62 22
59 84
22 78
67 31
17 58
34 85
67 40
3 87
74 26
34 78
26 1
46 79
75 66
3 31
86 10
89 83
64 25
84 41
31 72
87 56
40 16
0 54
45 88
17 95
79 35
1 87
3 79
77 0
47 52
66 89
36 46
32 35
98 44
71 27
77 40
17 49
99 14
75 94
3 1
2 47
12 37
1 86
29 45
86 75
87 36
68 65
78 81
2 44
72 13
31 55
85 87
62 49
67 93
29 68
32 91
63 34
87 53
48 26
81 60
24 60
26 23
88 28
21 80
27 80
19 87
38 52
67 82
91 84
47 82
28 66
50 52
11 9
29 87
8 95
9 57
8 36
2 68
10 88
11 81
98 85
4 36
73 31
16 35
46 28
29 16
3 94
30 49
41 70
95 60
57 78
77 88
1 11
93 27
78 29
71 70
30 47
8 5
18 31
82 2
91 20
75 16
67 60
31 11
88 74
67 34
26 64
2 58
29 84
52 5
83 49
78 46
93 26
9 49
67 85
91 23
32 96
45 79
18 48
40 29
43 85
35 24
79 6
6 24
23 17
48 54
69 59
48 1
66 79
5 14
58 44
91 14
76 85
70 8
66 33
79 41
5 38
99 78
22 1
74 58
75 79
35 71
6 7
74 53
56 91
35 56
67 83
20 89
51 16
35 5
14 55
49 0
19 87
68 79
46 65
89 40
10 53
97 18
79 4
15 39
61 75
65 31
23 66
66 45
40 94
72 33
27 9
28 17
78 12
81 57
1 44
3 3
3 22
43 34
67 43
42 86
1 41
23 74
52 84
11 43
27 24
69 21
79 4
5 25
32 88
47 16
17 6
96 53
99 4
76 45
95 89
77 71
38 78
2 61
31 78
95 90
92 36
27 28
39 15
26 16
0 32
50 80
28 13
41 88
76 38
94 16
14 40
91 97
